activity_id,opp_id,type,rep_id,timestamp,duration_min
ACT02332,O00776,Call,R008,2024-05-20,15
ACT02333,O00578,Call,R012,2023-03-14,60
ACT02334,O00613,Call,R018,2024-05-05,30
ACT02335,O00278,Call,R004,2023-02-06,60
ACT02336,O00520,Email,R021,2023-12-25,60
ACT02337,O00490,Demo,R008,2023-01-22,15
ACT02338,O00027,Email,R018,2024-09-14,60
ACT02339,O00699,Call,R018,2024-05-08,15
ACT02340,O00397,Meeting,R023,2023-05-09,60
ACT02341,O00719,Meeting,R018,2023-05-22,15
ACT02342,O00449,Call,R020,2024-01-12,45
ACT02343,O00199,Demo,R014,2023-03-01,30
ACT02344,O00238,Call,R019,2023-01-11,30
ACT02345,O00423,Call,R001,2023-09-13,15
ACT02346,O00079,Call,R005,2024-03-25,30
ACT02347,O00290,Call,R011,2023-12-25,30
ACT02348,O00300,Email,R020,2024-02-12,60
ACT02349,O00674,Call,R022,2023-03-20,15
ACT02350,O00257,Email,R016,2024-12-23,45
ACT02351,O00226,Meeting,R023,2023-11-06,45
ACT02352,O00799,Demo,R021,2023-09-08,45
ACT02353,O00327,Call,R002,2023-12-21,60
ACT02354,O00723,Meeting,R009,2023-03-22,30
ACT02355,O00141,Email,R010,2024-07-20,30
ACT02356,O00126,Demo,R024,2023-05-26,15
ACT02357,O00241,Meeting,R021,2024-04-09,15
ACT02358,O00022,Meeting,R002,2023-10-04,45
ACT02359,O00603,Meeting,R010,2023-03-28,15
ACT02360,O00286,Meeting,R016,2023-01-20,60
ACT02361,O00394,Meeting,R002,2023-08-18,30
ACT02362,O00389,Email,R022,2024-03-17,15
ACT02363,O00677,Demo,R002,2024-07-08,45
ACT02364,O00027,Demo,R009,2024-08-28,30
ACT02365,O00776,Call,R011,2024-09-28,60
ACT02366,O00438,Call,R004,2024-07-20,60
ACT02367,O00739,Demo,R018,2024-04-19,60
ACT02368,O00587,Demo,R006,2024-01-26,60
ACT02369,O00764,Email,R005,2023-01-16,45
ACT02370,O00699,Demo,R003,2023-09-13,45
ACT02371,O00346,Meeting,R002,2024-09-22,45
ACT02372,O00371,Demo,R022,2023-09-14,15
ACT02373,O00128,Demo,R019,2024-11-07,45
ACT02374,O00271,Email,R015,2024-04-18,15
ACT02375,O00451,Call,R015,2023-02-07,45
ACT02376,O00492,Email,R014,2023-03-01,15
ACT02377,O00284,Demo,R003,2024-03-27,30
ACT02378,O00265,Demo,R009,2024-05-21,30
ACT02379,O00233,Email,R005,2024-09-24,15
ACT02380,O00239,Call,R021,2023-02-09,30
ACT02381,O00701,Meeting,R019,2023-11-21,15
ACT02382,O00567,Email,R002,2023-09-23,45
ACT02383,O00017,Demo,R018,2023-02-15,30
ACT02384,O00359,Call,R003,2024-06-03,60
ACT02385,O00116,Call,R008,2023-07-28,45
ACT02386,O00585,Demo,R022,2024-03-01,15
ACT02387,O00658,Meeting,R010,2023-05-27,15
ACT02388,O00335,Demo,R011,2024-02-22,45
ACT02389,O00482,Demo,R020,2023-02-01,30
ACT02390,O00378,Call,R010,2023-06-03,15
ACT02391,O00109,Email,R011,2024-06-07,45
ACT02392,O00221,Meeting,R019,2023-02-03,30
ACT02393,O00391,Call,R003,2023-08-18,60
ACT02394,O00552,Call,R017,2023-02-22,60
ACT02395,O00676,Meeting,R011,2023-10-03,30
ACT02396,O00590,Demo,R008,2023-12-03,30
ACT02397,O00787,Demo,R008,2024-04-11,45
ACT02398,O00767,Call,R023,2023-09-04,60
ACT02399,O00751,Meeting,R012,2023-03-23,45
ACT02400,O00574,Call,R012,2024-10-31,60
ACT02401,O00620,Email,R015,2024-03-04,30
ACT02402,O00584,Email,R018,2023-09-08,60
ACT02403,O00691,Email,R020,2023-09-24,45
ACT02404,O00350,Demo,R004,2023-03-25,60
ACT02405,O00432,Email,R019,2024-05-21,30
ACT02406,O00185,Meeting,R001,2023-06-20,15
ACT02407,O00429,Demo,R025,2024-07-21,60
ACT02408,O00761,Call,R005,2023-02-04,60
ACT02409,O00025,Email,R003,2023-05-16,60
ACT02410,O00433,Demo,R005,2024-02-16,30
ACT02411,O00730,Demo,R004,2023-12-11,45
ACT02412,O00606,Call,R024,2023-02-16,15
ACT02413,O00757,Demo,R015,2024-02-23,60
ACT02414,O00759,Meeting,R010,2024-05-03,30
ACT02415,O00752,Email,R024,2024-08-26,15
ACT02416,O00156,Call,R019,2024-08-30,45
ACT02417,O00691,Meeting,R013,2023-11-25,60
ACT02418,O00181,Demo,R025,2023-04-10,30
ACT02419,O00305,Meeting,R011,2023-02-19,60
ACT02420,O00293,Demo,R013,2023-11-23,30
ACT02421,O00147,Call,R024,2023-08-04,60
ACT02422,O00532,Demo,R019,2024-09-22,45
ACT02423,O00102,Demo,R010,2023-06-19,15
ACT02424,O00295,Demo,R016,2024-03-25,30
ACT02425,O00174,Demo,R009,2024-09-12,15
ACT02426,O00238,Demo,R005,2023-04-09,30
ACT02427,O00566,Email,R001,2024-09-04,15
ACT02428,O00553,Email,R001,2024-05-15,15
ACT02429,O00379,Email,R010,2024-08-07,60
ACT02430,O00750,Meeting,R017,2023-05-10,60
ACT02431,O00303,Call,R023,2024-12-24,15
ACT02432,O00456,Meeting,R016,2023-09-27,15
ACT02433,O00141,Demo,R024,2024-11-15,15
ACT02434,O00363,Call,R024,2023-08-16,15
ACT02435,O00335,Email,R017,2023-12-10,45
ACT02436,O00465,Call,R023,2024-12-05,45
ACT02437,O00040,Meeting,R004,2024-12-23,45
ACT02438,O00195,Call,R021,2024-10-04,15
ACT02439,O00252,Email,R019,2024-01-21,30
ACT02440,O00690,Email,R009,2024-04-26,30
ACT02441,O00497,Email,R024,2024-05-23,45
ACT02442,O00135,Email,R021,2023-04-01,30
ACT02443,O00004,Meeting,R003,2024-05-17,30
ACT02444,O00728,Email,R002,2024-03-04,45
ACT02445,O00629,Meeting,R021,2024-08-20,30
ACT02446,O00654,Demo,R016,2024-06-27,30
ACT02447,O00308,Email,R010,2024-11-15,60
ACT02448,O00502,Meeting,R020,2024-01-01,60
ACT02449,O00303,Call,R008,2023-04-26,45
ACT02450,O00430,Meeting,R011,2023-09-11,60
ACT02451,O00119,Email,R015,2023-11-23,15
ACT02452,O00356,Meeting,R023,2023-05-12,60
ACT02453,O00501,Meeting,R022,2023-08-29,15
ACT02454,O00298,Demo,R017,2023-08-09,60
ACT02455,O00063,Dem0,R009,2024-11-22,45
ACT02456,O00422,Meeting,R015,2024-03-11,60
ACT02457,O00267,Call,R009,2024-05-12,30
ACT02458,O00348,Call,R010,2024-04-03,60
ACT02459,O00227,Email,R018,2023-07-31,15
ACT02460,O00629,Demo,R005,2024-09-11,15
ACT02461,O00740,Call,R013,2023-04-03,45
ACT02462,O00362,Call,R021,2023-02-20,30
ACT02463,O00371,Email,R006,2024-07-02,60
ACT02464,O00736,Email,R010,2023-06-15,45
ACT02465,O00340,Meeting,R007,2024-07-20,30
ACT02466,O00014,Call,R001,2024-06-23,15
ACT02467,O00514,Meeting,R016,2023-02-13,30
ACT02468,O00290,Demo,R001,2023-08-24,30
ACT02469,O00035,Demo,R024,2023-05-07,60
ACT02470,O00672,Meeting,R005,2023-10-04,15
ACT02471,O00079,Call,R017,2024-12-21,60
ACT02472,O00021,Call,R024,2024-07-08,30
ACT02473,O00098,Meeting,R007,2024-09-12,45
ACT02474,O00332,Meeting,R017,2023-01-24,45
ACT02475,O00281,Meeting,R007,2023-04-13,45
ACT02476,O00672,Meeting,R013,2023-10-26,60
ACT02477,O00096,Email,R014,2024-07-28,45
ACT02478,O00495,Demo,R023,2024-06-30,30
ACT02479,O00392,Call,R016,2024-02-08,45
ACT02480,O00782,Call,R015,2023-08-18,15
ACT02481,O00407,Email,R015,2024-01-14,60
ACT02482,O00577,Call,R021,2023-11-15,45
ACT02483,O00148,Call,R004,2024-07-28,30
ACT02484,O00213,Meeting,R019,2023-09-13,15
ACT02485,O00145,Meeting,R020,2024-04-29,30
ACT02486,O00061,Meeting,R009,2024-02-26,45
ACT02487,O00759,Demo,R005,2023-02-07,45
ACT02488,O00706,Meeting,R001,2023-10-02,30
ACT02489,O00774,Meeting,R018,2024-05-26,45
ACT02490,O00668,Email,R011,2024-04-17,60
ACT02491,O00527,Call,R004,2024-03-11,15
ACT02492,O00385,Email,R025,2023-01-14,30
ACT02493,O00533,Call,R006,2023-07-22,60
ACT02494,O00117,Call,R014,2024-05-22,30
ACT02495,O00642,Meeting,R005,2024-07-14,60
ACT02496,O00409,Call,R010,2023-05-01,60
ACT02497,O00302,Demo,R017,2023-11-27,45
ACT02498,O00578,Email,R005,2023-10-25,30
ACT02499,O00629,Demo,R017,2024-09-11,45
ACT02500,O00484,Meeting,R007,2023-12-05,30
ACT02501,O00169,Meeting,R001,2023-11-22,60
ACT02502,O00184,Email,R016,2023-03-10,15
ACT02503,O00320,Email,R007,2024-12-11,15
ACT02504,O00551,Meeting,R011,2023-04-07,15
ACT02505,O00640,Meeting,R020,2023-06-10,15
ACT02506,O00359,Email,R012,2024-10-05,15
ACT02507,O00198,Demo,R010,2024-03-12,45
ACT02508,O00377,Meeting,R009,2024-07-28,30
ACT02509,O00080,Email,R004,2023-08-10,45
ACT02510,O00183,Demo,R019,2023-04-15,30
ACT02511,O00535,Meeting,R011,2024-08-12,45
ACT02512,O00755,Meeting,R007,2023-06-22,15
ACT02513,O00238,Email,R003,2024-09-21,30
ACT02514,O00147,Email,R016,2023-01-01,45
ACT02515,O00080,Call,R005,2024-06-07,60
ACT02516,O00436,Meeting,R011,2023-11-06,15
ACT02517,O00247,Meeting,R013,2024-01-30,60
ACT02518,O00364,Demo,R017,2023-11-21,15
ACT02519,O00620,Email,R006,2024-10-10,45
ACT02520,O00729,Email,R014,2024-07-27,60
ACT02521,O00502,Demo,R022,2023-05-04,60
ACT02522,O00668,Demo,R006,2023-01-26,45
ACT02523,O00478,Demo,R024,2024-03-10,30
ACT02524,O00632,Email,R013,2024-01-19,30
ACT02525,O00766,Call,R007,2024-03-28,45
ACT02526,O00539,Email,R001,2024-08-23,45
ACT02527,O00337,Call,R012,2023-09-17,15
ACT02528,O00622,Demo,R002,2024-10-24,45
ACT02529,O00658,Meeting,R013,2023-02-14,45
ACT02530,O00281,Call,R019,2023-02-01,60
ACT02531,O00623,Meeting,R016,2023-06-27,60
ACT02532,O00768,Call,R002,2024-01-14,15
ACT02533,O00628,Email,R023,2023-07-01,30
ACT02534,O00085,Meeting,R004,2023-02-27,60
ACT02535,O00653,Call,R011,2023-04-10,45
ACT02536,O00199,Call,R011,2024-11-19,45
ACT02537,O00727,Email,R019,2024-01-11,15
ACT02538,O00681,Meeting,R014,2024-11-14,15
ACT02539,O00067,Email,R025,2024-05-28,30
ACT02540,O00747,Demo,R003,2023-06-26,60
ACT02541,O00046,Demo,R020,2023-07-23,60
ACT02542,O00178,Call,R010,2023-10-08,45
ACT02543,O00121,Demo,R015,2024-08-04,15
ACT02544,O00580,Meeting,R003,2023-04-30,15
ACT02545,O00187,Call,R006,2023-11-22,15
ACT02546,O00786,Email,R001,2023-08-11,45
ACT02547,O00472,Call,R024,2023-09-10,45
ACT02548,O00698,Email,R024,2023-05-16,45
ACT02549,O00055,Meeting,R023,2023-10-21,30
ACT02550,O00286,Email,R019,2023-11-20,60
ACT02551,O00232,Email,R009,2023-07-24,30
ACT02552,O00303,Demo,R023,2024-03-26,45
ACT02553,O00095,Meeting,R012,2024-08-15,45
ACT02554,O00358,Meeting,R021,2024-12-04,30
ACT02555,O00038,Meeting,R005,2024-07-04,30
ACT02556,O00720,Meeting,R012,2024-10-23,45
ACT02557,O00213,Demo,R023,2024-05-30,45
ACT02558,O00093,Email,R009,2026-02-01,60
ACT02559,O00268,Call,R004,2024-06-13,30
ACT02560,O00487,Email,R015,2024-08-23,45
ACT02561,O00382,Meeting,R022,2024-08-25,15
ACT02562,O00331,Call,R021,2024-01-03,15
ACT02563,O00163,Meeting,R016,2023-12-09,45
ACT02564,O00664,Call,R006,2024-01-02,45
ACT02565,O00167,Meeting,R018,2023-07-10,15
ACT02566,O00450,Meeting,R019,2024-08-12,60
ACT02567,O00749,Meeting,R016,2023-09-07,45
ACT02568,O00741,Demo,R020,2023-12-12,60
ACT02569,O00695,Meeting,R010,2023-02-11,30
ACT02570,O00782,Call,R014,2024-03-12,45
ACT02571,O00592,Meeting,R019,2023-01-30,30
ACT02572,O00525,Email,R010,2024-09-03,30
ACT02573,O00582,Email,R005,2024-11-10,45
ACT02574,O00056,Call,R010,2023-05-25,45
ACT02575,O00470,Meeting,R006,2024-04-16,15
ACT02576,O00675,Email,R007,2023-06-26,45
ACT02577,O00315,Call,R006,2023-08-30,30
ACT02578,O00448,Call,R024,2023-09-08,30
ACT02579,O00702,Demo,R001,2024-05-03,30
ACT02580,O00353,Call,R016,2024-07-17,60
ACT02581,O00716,Email,R016,2024-11-15,60
ACT02582,O00475,Email,R025,2023-04-09,60
ACT02583,O00132,Demo,R025,2023-05-17,60
ACT02584,O00792,Demo,R010,2024-11-21,60
ACT02585,O00612,Meeting,R018,2023-03-15,45
ACT02586,O00501,Call,R008,2024-09-15,30
ACT02587,O00787,Email,R012,2024-01-06,45
ACT02588,O00514,Call,R020,2024-09-05,60
ACT02589,O00080,Email,R005,2024-05-26,30
ACT02590,O00046,Email,R010,2024-03-21,15
ACT02591,O00348,Meeting,R021,2023-07-04,60
ACT02592,O00155,Demo,R010,2024-02-01,60
ACT02593,O00036,Demo,R014,2023-07-03,30
ACT02594,O00408,Call,R015,2023-03-26,45
ACT02595,O00703,Call,R021,2024-02-19,15
ACT02596,O00165,Demo,R005,2024-08-11,60
ACT02597,O00703,Meeting,R001,2024-05-12,60
ACT02598,O00433,Call,R010,2024-03-11,45
ACT02599,O00760,Call,R020,2024-04-06,45
ACT02600,O00800,Meeting,R023,2023-12-10,45
ACT02601,O00115,Email,R014,2024-06-28,60
ACT02602,O00691,Call,R005,2023-01-08,45
ACT02603,O00725,Demo,R007,2024-06-11,60
ACT02604,O00446,Call,R015,2023-10-16,15
ACT02605,O00125,Meeting,R015,2024-01-11,15
ACT02606,O00614,Demo,R009,2024-03-11,45
ACT02607,O00692,Demo,R025,2023-01-25,45
ACT02608,O00184,Demo,R012,2024-03-03,15
ACT02609,O00458,Demo,R010,2024-10-13,15
ACT02610,O00611,Call,R012,2023-02-07,60
ACT02611,O00255,Email,R003,2024-07-01,15
ACT02612,O00130,Email,R021,2024-05-20,60
ACT02613,O00282,Demo,R015,2024-12-06,30
ACT02614,O00751,Meeting,R002,2023-03-20,45
ACT02615,O00382,Call,R005,2024-09-15,15
ACT02616,O00392,Call,R011,2024-10-14,45
ACT02617,O00433,Meeting,R001,2023-07-08,45
ACT02618,O00739,Call,R014,2023-04-30,30
ACT02619,O00585,Demo,R010,2024-09-22,30
ACT02620,O00711,Call,R012,2024-08-10,60
ACT02621,O00221,Meeting,R009,2024-12-06,30
ACT02622,O00284,Call,R020,2024-02-13,30
ACT02623,O00695,Demo,R009,2023-01-06,60
ACT02624,O00213,Call,R014,2024-11-03,30
ACT02625,O00282,Demo,R015,2024-09-05,45
ACT02626,O00100,Email,R008,2023-01-19,45
ACT02627,O00227,Call,R020,2023-10-22,60
ACT02628,O00603,Meeting,R021,2024-09-01,45
ACT02629,O00555,Meeting,R016,2024-07-25,15
ACT02630,O00352,Demo,R011,2023-12-21,60
ACT02631,O00156,Meeting,R024,2024-05-25,30
ACT02632,O00546,Email,R022,2024-02-04,45
ACT02633,O00413,Call,R022,2024-08-08,15
ACT02634,O00647,Meeting,R018,2023-12-20,15
ACT02635,O00213,Demo,R010,2023-10-26,45
ACT02636,O00463,Meeting,R001,2023-06-09,30
ACT02637,O00640,Demo,R019,2024-03-17,60
ACT02638,O00784,Call,R025,2023-10-18,60
ACT02639,O00241,Meeting,R018,2023-05-15,60
ACT02640,O00622,Call,R004,2024-02-10,30
ACT02641,O00217,Call,R019,2023-10-24,30
ACT02642,O00163,Meeting,R018,2024-02-23,45
ACT02643,O00770,Email,R014,2024-09-05,45
ACT02644,O00328,Demo,R021,2023-04-19,45
ACT02645,O00515,Meeting,R008,2024-02-18,60
ACT02646,O00775,Meeting,R010,2024-04-05,30
ACT02647,O00182,Meeting,R010,2023-01-04,45
ACT02648,O00782,Meeting,R021,2023-06-26,15
ACT02649,O00393,Meeting,R014,2024-02-25,30
ACT02650,O00652,Call,R020,2023-08-18,30
ACT02651,O00625,Call,R020,2024-08-07,60
ACT02652,O00024,Demo,R020,2023-09-13,30
ACT02653,O00583,Meeting,R022,2023-04-04,45
ACT02654,O00024,Meeting,R018,2024-06-07,30
ACT02655,O00166,Meeting,R012,2023-09-03,30
ACT02656,O00484,Email,R011,2023-05-16,45
ACT02657,O00067,Call,R007,2024-08-14,60
ACT02658,O00471,Email,R022,2024-09-09,60
ACT02659,O00248,Email,R015,2024-05-27,15
ACT02660,O00619,Demo,R006,2023-09-08,60
ACT02661,O00740,Call,R001,2023-02-03,60
ACT02662,O00533,Meeting,R013,2023-03-14,60
ACT02663,O00267,Call,R023,2024-09-13,15
ACT02664,O00450,Meeting,R024,2023-03-03,45
ACT02665,O00408,Call,R012,2024-02-14,60
ACT02666,O00439,Call,R004,2023-05-30,45
ACT02667,O00777,Call,R024,2023-06-23,45
ACT02668,O00423,Demo,R005,2023-09-06,60
ACT02669,O00216,Demo,R004,2023-12-04,15
ACT02670,O00470,Meeting,R025,2023-09-08,45
ACT02671,O00351,Demo,R023,2024-03-31,45
ACT02672,O00462,Demo,R019,2023-10-09,15
ACT02673,O00780,Email,R005,2024-06-18,45
ACT02674,O00027,Email,R012,2024-07-31,45
ACT02675,O00731,Demo,R010,2023-06-12,45
ACT02676,O00487,Meeting,R022,2023-10-29,30
ACT02677,O00762,Email,R005,2024-09-14,45
ACT02678,O00394,Demo,R021,2023-08-22,15
ACT02679,O00217,Demo,R005,2024-08-21,15
ACT02680,O00266,Demo,R024,2024-06-04,60
ACT02681,O00489,Email,R012,2024-10-21,30
ACT02682,O00602,Demo,R017,2024-01-19,60
ACT02683,O00497,Email,R017,2024-05-08,30
ACT02684,O00496,Meeting,R001,2024-11-15,15
ACT02685,O00351,Email,R010,2023-07-31,30
ACT02686,O00154,Demo,R020,2023-05-03,30
ACT02687,O00366,Meeting,R015,2024-08-06,15
ACT02688,O00765,Email,R024,2023-07-27,45
ACT02689,O00681,Call,R013,2024-10-03,15
ACT02690,O00338,Call,R009,2024-07-20,15
ACT02691,O00058,Meeting,R019,2024-06-19,30
ACT02692,O00251,Demo,R024,2023-07-07,30
ACT02693,O00234,Meeting,R006,2023-02-11,45
ACT02694,O00566,Demo,R003,2023-07-14,15
ACT02695,O00136,Demo,R002,2023-08-01,30
ACT02696,O00250,Meeting,R015,2023-04-11,15
ACT02697,O00327,Call,R007,2024-05-04,15
ACT02698,O00453,Call,R016,2023-07-22,15
ACT02699,O00556,Email,R020,2024-05-13,45
ACT02700,O00583,Call,R019,2024-03-16,15
ACT02701,O00738,Meeting,R025,2024-10-20,30
ACT02702,O00604,Meeting,R001,2023-09-15,60
ACT02703,O00616,Demo,R016,2024-10-08,30
ACT02704,O00337,Meeting,R017,2023-10-18,45
ACT02705,O00271,Email,R011,2023-10-09,45
ACT02706,O00641,Meeting,R004,2023-07-06,60
ACT02707,O00007,Demo,R017,2024-04-26,60
ACT02708,O00168,Email,R003,2024-03-18,45
ACT02709,O00097,Meeting,R011,2024-10-15,30
ACT02710,O00199,Call,R025,2023-08-26,30
ACT02711,O00315,Demo,R011,2024-06-27,60
ACT02712,O00106,Demo,R020,2023-08-04,30
ACT02713,O00332,Email,R007,2024-02-10,30
ACT02714,O00162,Email,R011,2024-06-12,60
ACT02715,O00670,Meeting,R025,2023-10-03,30
ACT02716,O00270,Meeting,R010,2024-01-15,30
ACT02717,O00314,Demo,R024,2023-12-29,45
ACT02718,O00461,Demo,R014,2024-07-30,60
ACT02719,O00781,Meeting,R001,2024-02-18,15
ACT02720,O00419,Demo,R021,2023-05-24,60
ACT02721,O00786,Demo,R001,2024-12-22,30
ACT02722,O00214,Demo,R010,2024-01-18,15
ACT02723,O00330,Meeting,R013,2023-11-30,30
ACT02724,O00221,Meeting,R009,2023-04-20,15
ACT02725,O00249,Email,R011,2024-05-06,60
ACT02726,O00048,Meeting,R023,2024-12-24,60
ACT02727,O00256,Demo,R020,2024-08-23,60
ACT02728,O00061,Call,R002,2024-10-16,45
ACT02729,O00283,Demo,R015,2023-10-19,15
ACT02730,O00484,Email,R024,2023-03-17,45
ACT02731,O00794,Meeting,R005,2023-06-04,45
ACT02732,O00588,Email,R018,2023-04-01,60
ACT02733,O00252,Demo,R019,2024-07-13,45
ACT02734,O00571,Demo,R023,2023-01-23,30
ACT02735,O00791,Call,R023,2024-12-29,45
ACT02736,O00370,Meeting,R024,2023-08-08,30
ACT02737,O00329,Meeting,R008,2024-04-16,45
ACT02738,O00342,Email,R022,2024-12-21,45
ACT02739,O00262,Call,R005,2023-05-03,60
ACT02740,O00438,Meeting,R016,2023-02-19,15
ACT02741,O00525,Demo,R001,2024-08-02,60
ACT02742,O00033,Demo,R018,2024-05-18,45
ACT02743,O00589,Demo,R021,2023-03-10,15
ACT02744,O00579,Call,R018,2023-04-26,30
ACT02745,O00526,Call,R019,2024-04-24,30
ACT02746,O00770,Call,R025,2024-12-01,60
ACT02747,O00284,Meeting,R015,2023-06-05,45
ACT02748,O00075,Email,R021,2024-08-12,45
ACT02749,O00465,Meeting,R001,2024-02-16,45
ACT02750,O00007,Meeting,R001,2023-01-09,30
ACT02751,O00331,Meeting,R005,2023-09-23,30
ACT02752,O00599,Demo,R018,2024-04-13,30
ACT02753,O00789,Demo,R023,2024-08-13,30
ACT02754,O00194,Email,R007,2023-11-12,30
ACT02755,O00104,Call,R018,2024-09-08,15
ACT02756,O00799,Email,R018,2023-12-23,15
ACT02757,O00336,Demo,R008,2024-11-04,30
ACT02758,O00207,Demo,R006,2024-03-10,45
ACT02759,O00239,Email,R025,2023-12-30,15
ACT02760,O00141,Meeting,R004,2024-01-20,15
ACT02761,O00455,Email,R013,2023-02-20,60
ACT02762,O00450,Meeting,R007,2023-07-30,60
ACT02763,O00605,Call,R003,2023-06-29,15
ACT02764,O00167,Email,R004,2024-05-15,45
ACT02765,O00768,Demo,R014,2023-07-15,30
ACT02766,O00093,Demo,R016,2023-09-19,15
ACT02767,O00468,Call,R001,2024-01-25,60
ACT02768,O00410,Call,R012,2024-01-05,45
ACT02769,O00067,Meeting,R021,2023-11-04,30
ACT02770,O00719,Call,R021,2024-10-21,60
ACT02771,O00483,Call,R009,2024-10-24,45
ACT02772,O00047,Email,R008,2023-07-01,15
ACT02773,O00132,Email,R005,2024-12-12,60
ACT02774,O00781,Call,R002,2024-09-02,30
ACT02775,O00758,Demo,R012,2024-09-24,60
ACT02776,O00162,Meeting,R006,2023-06-28,30
ACT02777,O00760,Email,R012,2023-04-23,30
ACT02778,O00031,Meeting,R007,2023-11-10,60
ACT02779,O00641,Demo,R009,2024-09-28,45
ACT02780,O00030,Call,R011,2023-01-30,60
ACT02781,O00036,Email,R014,2023-02-17,60
ACT02782,O00781,Email,R006,2023-04-13,15
ACT02783,O00358,Email,R003,2024-03-05,15
ACT02784,O00116,Meeting,R015,2026-09-23,60
ACT02785,O00138,Call,R010,2024-05-02,60
ACT02786,O00264,Email,R011,2024-11-03,45
ACT02787,O00629,Call,R016,2024-05-19,30
ACT02788,O00129,Email,R017,2023-05-13,30
ACT02789,O00231,Call,R024,2023-04-08,60
ACT02790,O00290,Call,R008,2023-08-20,45
ACT02791,O00190,Demo,R011,2024-12-28,60
ACT02792,O00685,Demo,R025,2023-05-15,45
ACT02793,O00433,Demo,R022,2023-05-29,15
ACT02794,O00766,Meeting,R021,2023-02-19,30
ACT02795,O00187,Call,R005,2024-10-11,15
ACT02796,O00244,Email,R013,2023-11-27,15
ACT02797,O00586,Meeting,R016,2023-12-19,30
ACT02798,O00644,Meeting,R015,2023-08-08,60
ACT02799,O00637,Demo,R018,2024-03-26,15
ACT02800,O00763,Demo,R021,2024-06-10,45
ACT02801,O00346,Email,R009,2023-12-16,60
ACT02802,O00791,Meeting,R022,2023-04-09,45
ACT02803,O00782,Demo,R003,2024-01-10,60
ACT02804,O00658,Call,R018,2023-05-10,15
ACT02805,O00233,Meeting,R004,2023-05-04,45
ACT02806,O00130,Demo,R010,2024-04-08,60
ACT02807,O00567,Call,R017,2023-07-06,60
ACT02808,O00524,Email,R005,2024-11-27,30
ACT02809,O00795,Call,R007,2023-12-29,30
ACT02810,O00577,Call,R018,2024-01-07,30
ACT02811,O00711,Email,R012,2023-06-12,15
ACT02812,O00697,Email,R021,2024-10-11,30
ACT02813,O00770,Email,R018,2024-09-16,60
ACT02814,O00208,Demo,R002,2024-02-15,45
ACT02815,O00400,Meeting,R016,2024-04-24,45
ACT02816,O00140,Demo,R001,2023-03-18,45
ACT02817,O00726,Demo,R007,2024-09-19,15
ACT02818,O00061,Meeting,R005,2023-05-28,60
ACT02819,O00165,Email,R013,2023-06-13,60
ACT02820,O00401,Email,R008,2023-12-25,15
ACT02821,O00232,Demo,R005,2024-02-16,15
ACT02822,O00744,Email,R007,2024-03-30,30
ACT02823,O00689,Demo,R025,2023-12-02,15
ACT02824,O00653,Call,R017,2023-11-15,15
ACT02825,O00791,Meeting,R008,2024-11-07,60
ACT02826,O00306,Call,R018,2024-09-16,60
ACT02827,O00158,Call,R025,2023-12-16,45
ACT02828,O00042,Meeting,R009,2023-04-26,60
ACT02829,O00437,Email,R023,2024-12-09,60
ACT02830,O00777,Demo,R008,2024-06-19,15
ACT02831,O00091,Demo,R008,2024-11-11,60
ACT02832,O00719,Meeting,R014,2023-02-28,15
ACT02833,O00789,Demo,R024,2023-10-10,45
ACT02834,O00656,Demo,R014,2024-11-13,45
ACT02835,O00366,Call,R001,2023-04-14,60
ACT02836,O00249,Meeting,R008,2024-08-28,60
ACT02837,O00682,Demo,R004,2024-12-26,60
ACT02838,O00575,Meeting,R020,2024-06-15,60
ACT02839,O00044,Call,R019,2024-10-20,15
ACT02840,O00590,Call,R004,2023-09-02,45
ACT02841,O00595,Meeting,R013,2023-02-10,45
ACT02842,O00663,Meeting,R015,2024-08-10,15
ACT02843,O00409,Meeting,R022,2023-01-27,30
ACT02844,O00581,Email,R001,2024-10-07,45
ACT02845,O00102,Demo,R014,2023-01-30,60
ACT02846,O00260,Demo,R022,2023-12-19,45
ACT02847,O00255,Demo,R015,2023-02-18,45
ACT02848,O00470,Demo,R025,2023-06-14,30
ACT02849,O00572,Demo,R024,2024-02-15,45
ACT02850,O00800,Email,R016,2023-04-02,45
ACT02851,O00361,Email,R011,2023-11-10,15
ACT02852,O00740,Call,R021,2024-02-20,45
ACT02853,O00637,Meeting,R021,2023-07-10,60
ACT02854,O00208,Demo,R023,2024-05-12,45
ACT02855,O00346,Meeting,R012,2023-06-13,30
ACT02856,O00331,Call,R004,2023-07-14,45
ACT02857,O00519,Demo,R025,2024-07-27,30
ACT02858,O00408,Call,R007,2023-04-06,15
ACT02859,O00729,Meeting,R009,2023-05-30,45
ACT02860,O00546,Demo,R013,2023-05-17,60
ACT02861,O00107,Demo,R020,2024-08-06,15
ACT02862,O00332,Email,R015,2023-02-11,30
ACT02863,O00562,Email,R022,2023-10-08,15
ACT02864,O00507,Email,R023,2023-08-13,30
ACT02865,O00232,Meeting,R021,2023-08-10,30
ACT02866,O00013,Demo,R008,2023-01-22,60
ACT02867,O00450,Meeting,R018,2024-07-18,30
ACT02868,O00423,Email,R017,2024-08-17,60
ACT02869,O00643,Meeting,R024,2023-09-25,45
ACT02870,O00270,Meeting,R012,2024-01-09,30
ACT02871,O00328,Demo,R003,2024-12-10,30
ACT02872,O00330,Email,R018,2024-08-15,30
